municipality	municipality_code	postalcode_name	postal_code	year	count
København	101	København K	1050	2010	22
København	101	København K	1050	2011	20
København	101	København K	1050	2012	23
København	101	København K	1050	2013	23
København	101	København K	1050	2014	24
København	101	København K	1050	2015	20
København	101	København K	1050	2016	17
København	101	København K	1050	2017	18
København	101	København K	1050	2018	16
København	101	København K	1050	2019	15
København	101	København K	1050	2020	13
København	101	København K	1050	2021	15
København	101	København K	1050	2022	17
København	101	København K	1050	2023	17
København	101	København K	1050	2024	22
København	101	København K	1050	2025	20
København	101	København K	1050	2026	23
København	101	København K	1051	2010	265
København	101	København K	1051	2011	289
København	101	København K	1051	2012	293
København	101	København K	1051	2013	335
København	101	København K	1051	2014	352
København	101	København K	1051	2015	342
København	101	København K	1051	2016	340
København	101	København K	1051	2017	338
København	101	København K	1051	2018	369
København	101	København K	1051	2019	409
København	101	København K	1051	2020	390
København	101	København K	1051	2021	408
København	101	København K	1051	2022	402
København	101	København K	1051	2023	425
København	101	København K	1051	2024	417
København	101	København K	1051	2025	399
København	101	København K	1051	2026	412
København	101	København K	1052	2010	407
København	101	København K	1052	2011	429
København	101	København K	1052	2012	434
København	101	København K	1052	2013	421
København	101	København K	1052	2014	396
København	101	København K	1052	2015	406
København	101	København K	1052	2016	403
København	101	København K	1052	2017	389
København	101	København K	1052	2018	409
København	101	København K	1052	2019	412
København	101	København K	1052	2020	421
København	101	København K	1052	2021	412
København	101	København K	1052	2022	405
København	101	København K	1052	2023	400
København	101	København K	1052	2024	408
København	101	København K	1052	2025	421
København	101	København K	1052	2026	425
København	101	København K	1053	2010	415
København	101	København K	1053	2011	414
København	101	København K	1053	2012	420
København	101	København K	1053	2013	423
København	101	København K	1053	2014	431
København	101	København K	1053	2015	387
København	101	København K	1053	2016	375
København	101	København K	1053	2017	398
København	101	København K	1053	2018	401
København	101	København K	1053	2019	363
København	101	København K	1053	2020	337
København	101	København K	1053	2021	330
København	101	København K	1053	2022	311
København	101	København K	1053	2023	305
København	101	København K	1053	2024	353
København	101	København K	1053	2025	404
København	101	København K	1053	2026	416
København	101	København K	1054	2010	433
København	101	København K	1054	2011	462
København	101	København K	1054	2012	434
København	101	København K	1054	2013	413
København	101	København K	1054	2014	417
København	101	København K	1054	2015	416
København	101	København K	1054	2016	444
København	101	København K	1054	2017	438
København	101	København K	1054	2018	463
København	101	København K	1054	2019	445
København	101	København K	1054	2020	422
København	101	København K	1054	2021	416
København	101	København K	1054	2022	416
København	101	København K	1054	2023	401
København	101	København K	1054	2024	389
København	101	København K	1054	2025	392
København	101	København K	1054	2026	382
København	101	København K	1055	2010	381
København	101	København K	1055	2011	387
København	101	København K	1055	2012	324
København	101	København K	1055	2013	348
København	101	København K	1055	2014	374
København	101	København K	1055	2015	328
København	101	København K	1055	2016	336
København	101	København K	1055	2017	365
København	101	København K	1055	2018	358
København	101	København K	1055	2019	338
København	101	København K	1055	2020	348
København	101	København K	1055	2021	356
København	101	København K	1055	2022	338
København	101	København K	1055	2023	344
København	101	København K	1055	2024	325
København	101	København K	1055	2025	340
København	101	København K	1055	2026	342
København	101	København K	1056	2010	47
København	101	København K	1056	2011	47
København	101	København K	1056	2012	47
København	101	København K	1056	2013	56
København	101	København K	1056	2014	61
København	101	København K	1056	2015	61
København	101	København K	1056	2016	60
København	101	København K	1056	2017	56
København	101	København K	1056	2018	51
København	101	København K	1056	2019	50
København	101	København K	1056	2020	49
København	101	København K	1056	2021	52
København	101	København K	1056	2022	52
København	101	København K	1056	2023	52
København	101	København K	1056	2024	51
København	101	København K	1056	2025	51
København	101	København K	1056	2026	49
København	101	København K	1057	2010	303
København	101	København K	1057	2011	304
København	101	København K	1057	2012	313
København	101	København K	1057	2013	299
København	101	København K	1057	2014	297
København	101	København K	1057	2015	308
København	101	København K	1057	2016	308
København	101	København K	1057	2017	300
København	101	København K	1057	2018	305
København	101	København K	1057	2019	302
København	101	København K	1057	2020	327
København	101	København K	1057	2021	305
København	101	København K	1057	2022	291
København	101	København K	1057	2023	294
København	101	København K	1057	2024	291
København	101	København K	1057	2025	300
København	101	København K	1057	2026	302
København	101	København K	1058	2010	188
København	101	København K	1058	2011	183
København	101	København K	1058	2012	198
København	101	København K	1058	2013	192
København	101	København K	1058	2014	197
København	101	København K	1058	2015	202
København	101	København K	1058	2016	189
København	101	København K	1058	2017	194
København	101	København K	1058	2018	203
København	101	København K	1058	2019	192
København	101	København K	1058	2020	192
København	101	København K	1058	2021	202
København	101	København K	1058	2022	216
København	101	København K	1058	2023	206
København	101	København K	1058	2024	204
København	101	København K	1058	2025	213
København	101	København K	1058	2026	214
København	101	København K	1059	2010	13
København	101	København K	1059	2011	16
København	101	København K	1059	2012	15
København	101	København K	1059	2013	15
København	101	København K	1059	2014	18
København	101	København K	1059	2015	16
København	101	København K	1059	2016	17
København	101	København K	1059	2017	15
København	101	København K	1059	2018	15
København	101	København K	1059	2019	14
København	101	København K	1059	2020	15
København	101	København K	1059	2021	15
København	101	København K	1059	2022	18
København	101	København K	1059	2023	18
København	101	København K	1059	2024	19
København	101	København K	1059	2025	19
København	101	København K	1059	2026	16
København	101	København K	1061	2010	11
København	101	København K	1061	2011	11
København	101	København K	1061	2012	11
København	101	København K	1061	2013	10
København	101	København K	1061	2014	13
København	101	København K	1061	2015	16
København	101	København K	1061	2016	15
København	101	København K	1061	2017	14
København	101	København K	1061	2018	11
København	101	København K	1061	2019	12
København	101	København K	1061	2020	14
København	101	København K	1061	2021	12
København	101	København K	1061	2022	15
København	101	København K	1061	2023	13
København	101	København K	1061	2024	10
København	101	København K	1061	2025	10
København	101	København K	1061	2026	11
København	101	København K	1062	2010	19
København	101	København K	1062	2011	18
København	101	København K	1062	2012	21
København	101	København K	1062	2013	23
København	101	København K	1062	2014	21
København	101	København K	1062	2015	16
København	101	København K	1062	2016	19
København	101	København K	1062	2017	21
København	101	København K	1062	2018	21
København	101	København K	1062	2019	18
København	101	København K	1062	2020	14
København	101	København K	1062	2021	20
København	101	København K	1062	2022	21
København	101	København K	1062	2023	21
København	101	København K	1062	2024	20
København	101	København K	1062	2025	19
København	101	København K	1062	2026	16
København	101	København K	1063	2010	98
København	101	København K	1063	2011	100
København	101	København K	1063	2012	98
København	101	København K	1063	2013	100
København	101	København K	1063	2014	113
København	101	København K	1063	2015	111
København	101	København K	1063	2016	110
København	101	København K	1063	2017	112
København	101	København K	1063	2018	110
København	101	København K	1063	2019	110
København	101	København K	1063	2020	104
København	101	København K	1063	2021	108
København	101	København K	1063	2022	116
København	101	København K	1063	2023	112
København	101	København K	1063	2024	131
København	101	København K	1063	2025	126
København	101	København K	1063	2026	109
København	101	København K	1064	2010	7
København	101	København K	1064	2011	6
København	101	København K	1064	2012	8
København	101	København K	1064	2013	6
København	101	København K	1064	2014	8
København	101	København K	1064	2015	9
København	101	København K	1064	2016	8
København	101	København K	1064	2017	6
København	101	København K	1064	2018	6
København	101	København K	1064	2019	6
København	101	København K	1064	2020	7
København	101	København K	1064	2021	6
København	101	København K	1064	2022	7
København	101	København K	1064	2023	8
København	101	København K	1064	2024	6
København	101	København K	1064	2025	7
København	101	København K	1064	2026	8
København	101	København K	1065	2010	5
København	101	København K	1065	2011	16
København	101	København K	1065	2012	18
København	101	København K	1065	2013	23
København	101	København K	1065	2014	22
København	101	København K	1065	2015	19
København	101	København K	1065	2016	16
København	101	København K	1065	2017	19
København	101	København K	1065	2018	24
København	101	København K	1065	2019	19
København	101	København K	1065	2020	24
København	101	København K	1065	2021	17
København	101	København K	1065	2022	23
København	101	København K	1065	2023	16
København	101	København K	1065	2024	29
København	101	København K	1065	2025	25
København	101	København K	1065	2026	22
København	101	København K	1066	2010	56
København	101	København K	1066	2011	58
København	101	København K	1066	2012	62
København	101	København K	1066	2013	65
København	101	København K	1066	2014	60
København	101	København K	1066	2015	63
København	101	København K	1066	2016	60
København	101	København K	1066	2017	57
København	101	København K	1066	2018	58
København	101	København K	1066	2019	51
København	101	København K	1066	2020	68
København	101	København K	1066	2021	61
København	101	København K	1066	2022	63
København	101	København K	1066	2023	63
København	101	København K	1066	2024	60
København	101	København K	1066	2025	53
København	101	København K	1066	2026	64
København	101	København K	1067	2010	66
København	101	København K	1067	2011	81
København	101	København K	1067	2012	87
København	101	København K	1067	2013	91
København	101	København K	1067	2014	84
København	101	København K	1067	2015	89
København	101	København K	1067	2016	81
København	101	København K	1067	2017	78
København	101	København K	1067	2018	81
København	101	København K	1067	2019	76
København	101	København K	1067	2020	93
København	101	København K	1067	2021	95
København	101	København K	1067	2022	91
København	101	København K	1067	2023	95
København	101	København K	1067	2024	93
København	101	København K	1067	2025	107
København	101	København K	1067	2026	100
København	101	København K	1068	2010	39
København	101	København K	1068	2011	41
København	101	København K	1068	2012	43
København	101	København K	1068	2013	43
København	101	København K	1068	2014	45
København	101	København K	1068	2015	49
København	101	København K	1068	2016	41
København	101	København K	1068	2017	41
København	101	København K	1068	2018	44
København	101	København K	1068	2019	43
København	101	København K	1068	2020	40
København	101	København K	1068	2021	41
København	101	København K	1068	2022	41
København	101	København K	1068	2023	43
København	101	København K	1068	2024	32
København	101	København K	1068	2025	37
København	101	København K	1068	2026	43
København	101	København K	1069	2010	35
København	101	København K	1069	2011	35
København	101	København K	1069	2012	38
København	101	København K	1069	2013	39
København	101	København K	1069	2014	41
København	101	København K	1069	2015	40
København	101	København K	1069	2016	39
København	101	København K	1069	2017	39
København	101	København K	1069	2018	41
København	101	København K	1069	2019	40
København	101	København K	1069	2020	39
København	101	København K	1069	2021	40
København	101	København K	1069	2022	43
København	101	København K	1069	2023	43
København	101	København K	1069	2024	43
København	101	København K	1069	2025	40
København	101	København K	1069	2026	39
København	101	København K	1070	2010	52
København	101	København K	1070	2011	51
København	101	København K	1070	2012	53
København	101	København K	1070	2013	57
København	101	København K	1070	2014	58
København	101	København K	1070	2015	58
København	101	København K	1070	2016	56
København	101	København K	1070	2017	58
København	101	København K	1070	2018	62
København	101	København K	1070	2019	61
København	101	København K	1070	2020	64
København	101	København K	1070	2021	62
København	101	København K	1070	2022	59
København	101	København K	1070	2023	55
København	101	København K	1070	2024	58
København	101	København K	1070	2025	61
København	101	København K	1070	2026	60
København	101	København K	1071	2010	59
København	101	København K	1071	2011	52
København	101	København K	1071	2012	60
København	101	København K	1071	2013	56
København	101	København K	1071	2014	53
København	101	København K	1071	2015	54
København	101	København K	1071	2016	58
København	101	København K	1071	2017	57
København	101	København K	1071	2018	59
København	101	København K	1071	2019	60
København	101	København K	1071	2020	52
København	101	København K	1071	2021	57
København	101	København K	1071	2022	48
København	101	København K	1071	2023	55
København	101	København K	1071	2024	61
København	101	København K	1071	2025	66
København	101	København K	1071	2026	57
København	101	København K	1072	2010	8
København	101	København K	1072	2011	7
København	101	København K	1072	2012	7
København	101	København K	1072	2013	7
København	101	København K	1072	2014	7
København	101	København K	1072	2015	7
København	101	København K	1072	2016	4
København	101	København K	1072	2017	4
København	101	København K	1072	2018	5
København	101	København K	1072	2019	5
København	101	København K	1072	2020	4
København	101	København K	1072	2021	8
København	101	København K	1072	2022	6
København	101	København K	1072	2023	4
København	101	København K	1072	2024	6
København	101	København K	1072	2025	4
København	101	København K	1072	2026	5
København	101	København K	1073	2010	3
København	101	København K	1073	2011	1
København	101	København K	1073	2012	3
København	101	København K	1073	2013	7
København	101	København K	1073	2014	6
København	101	København K	1073	2015	5
København	101	København K	1073	2016	7
København	101	København K	1073	2017	7
København	101	København K	1073	2018	7
København	101	København K	1073	2019	7
København	101	København K	1073	2020	7
København	101	København K	1073	2021	8
København	101	København K	1073	2022	5
København	101	København K	1073	2023	5
København	101	København K	1073	2024	5
København	101	København K	1073	2025	6
København	101	København K	1073	2026	6
København	101	København K	1074	2010	24
København	101	København K	1074	2011	24
København	101	København K	1074	2012	26
København	101	København K	1074	2013	27
København	101	København K	1074	2014	29
København	101	København K	1074	2015	28
København	101	København K	1074	2016	28
København	101	København K	1074	2017	26
København	101	København K	1074	2018	26
København	101	København K	1074	2019	14
København	101	København K	1074	2020	19
København	101	København K	1074	2021	25
København	101	København K	1074	2022	15
København	101	København K	1074	2023	19
København	101	København K	1074	2024	19
København	101	København K	1074	2025	23
København	101	København K	1074	2026	25
København	101	København K	1100	2010	13
København	101	København K	1100	2011	13
København	101	København K	1100	2012	23
København	101	København K	1100	2013	25
København	101	København K	1100	2014	19
København	101	København K	1100	2015	23
København	101	København K	1100	2016	23
København	101	København K	1100	2017	16
København	101	København K	1100	2018	20
København	101	København K	1100	2019	23
København	101	København K	1100	2020	16
København	101	København K	1100	2021	24
København	101	København K	1100	2022	29
København	101	København K	1100	2023	25
København	101	København K	1100	2024	25
København	101	København K	1100	2025	29
København	101	København K	1100	2026	30
København	101	København K	1101	2010	65
København	101	København K	1101	2011	70
København	101	København K	1101	2012	64
København	101	København K	1101	2013	69
København	101	København K	1101	2014	71
København	101	København K	1101	2015	74
København	101	København K	1101	2016	75
København	101	København K	1101	2017	76
København	101	København K	1101	2018	79
København	101	København K	1101	2019	72
København	101	København K	1101	2020	76
København	101	København K	1101	2021	68
København	101	København K	1101	2022	78
København	101	København K	1101	2023	72
København	101	København K	1101	2024	73
København	101	København K	1101	2025	80
København	101	København K	1101	2026	84
København	101	København K	1102	2010	1
København	101	København K	1102	2011	1
København	101	København K	1102	2012	1
København	101	København K	1102	2013	1
København	101	København K	1102	2014	0
København	101	København K	1102	2015	1
København	101	København K	1102	2016	2
København	101	København K	1102	2017	2
København	101	København K	1102	2018	2
København	101	København K	1102	2019	2
København	101	København K	1102	2020	2
København	101	København K	1102	2021	2
København	101	København K	1102	2022	2
København	101	København K	1102	2023	2
København	101	København K	1102	2024	2
København	101	København K	1102	2025	2
København	101	København K	1102	2026	2
København	101	København K	1103	2010	2
København	101	København K	1103	2011	3
København	101	København K	1103	2012	3
København	101	København K	1103	2013	2
København	101	København K	1103	2014	2
København	101	København K	1103	2015	7
København	101	København K	1103	2016	7
København	101	København K	1103	2017	8
København	101	København K	1103	2018	7
København	101	København K	1103	2019	6
København	101	København K	1103	2020	11
København	101	København K	1103	2021	8
København	101	København K	1103	2022	7
København	101	København K	1103	2023	7
København	101	København K	1103	2024	4
København	101	København K	1103	2025	4
København	101	København K	1103	2026	4
København	101	København K	1104	2010	59
København	101	København K	1104	2011	54
København	101	København K	1104	2012	62
København	101	København K	1104	2013	67
København	101	København K	1104	2014	80
København	101	København K	1104	2015	83
København	101	København K	1104	2016	92
København	101	København K	1104	2017	90
København	101	København K	1104	2018	85
København	101	København K	1104	2019	78
København	101	København K	1104	2020	76
København	101	København K	1104	2021	81
København	101	København K	1104	2022	80
København	101	København K	1104	2023	92
København	101	København K	1104	2024	90
København	101	København K	1104	2025	86
København	101	København K	1104	2026	90
København	101	København K	1105	2010	0
København	101	København K	1105	2011	0
København	101	København K	1105	2012	0
København	101	København K	1105	2013	0
København	101	København K	1105	2014	0
København	101	København K	1105	2015	0
København	101	København K	1105	2016	0
København	101	København K	1105	2017	0
København	101	København K	1105	2018	0
København	101	København K	1105	2019	0
København	101	København K	1105	2020	0
København	101	København K	1105	2021	0
København	101	København K	1105	2022	0
København	101	København K	1105	2023	1
København	101	København K	1105	2024	0
København	101	København K	1105	2025	0
København	101	København K	1105	2026	0
København	101	København K	1106	2010	7
København	101	København K	1106	2011	9
København	101	København K	1106	2012	8
København	101	København K	1106	2013	7
København	101	København K	1106	2014	11
København	101	København K	1106	2015	10
København	101	København K	1106	2016	8
København	101	København K	1106	2017	10
København	101	København K	1106	2018	9
København	101	København K	1106	2019	8
København	101	København K	1106	2020	7
København	101	København K	1106	2021	8
København	101	København K	1106	2022	9
København	101	København K	1106	2023	9
København	101	København K	1106	2024	11
København	101	København K	1106	2025	15
København	101	København K	1106	2026	8
København	101	København K	1107	2010	87
København	101	København K	1107	2011	85
København	101	København K	1107	2012	89
København	101	København K	1107	2013	88
København	101	København K	1107	2014	92
København	101	København K	1107	2015	97
København	101	København K	1107	2016	104
København	101	København K	1107	2017	104
København	101	København K	1107	2018	89
København	101	København K	1107	2019	84
København	101	København K	1107	2020	98
København	101	København K	1107	2021	109
København	101	København K	1107	2022	112
København	101	København K	1107	2023	97
København	101	København K	1107	2024	109
København	101	København K	1107	2025	98
København	101	København K	1107	2026	97
København	101	København K	1110	2010	71
København	101	København K	1110	2011	68
København	101	København K	1110	2012	68
København	101	København K	1110	2013	75
København	101	København K	1110	2014	69
København	101	København K	1110	2015	71
København	101	København K	1110	2016	76
København	101	København K	1110	2017	84
København	101	København K	1110	2018	82
København	101	København K	1110	2019	89
København	101	København K	1110	2020	82
København	101	København K	1110	2021	86
København	101	København K	1110	2022	105
København	101	København K	1110	2023	103
København	101	København K	1110	2024	92
København	101	København K	1110	2025	105
København	101	København K	1110	2026	101
København	101	København K	1111	2010	63
København	101	København K	1111	2011	62
København	101	København K	1111	2012	70
København	101	København K	1111	2013	68
København	101	København K	1111	2014	63
København	101	København K	1111	2015	63
København	101	København K	1111	2016	60
København	101	København K	1111	2017	72
København	101	København K	1111	2018	68
København	101	København K	1111	2019	67
København	101	København K	1111	2020	71
København	101	København K	1111	2021	74
København	101	København K	1111	2022	70
København	101	København K	1111	2023	74
København	101	København K	1111	2024	70
København	101	København K	1111	2025	76
København	101	København K	1111	2026	74
København	101	København K	1112	2010	133
København	101	København K	1112	2011	128
København	101	København K	1112	2012	146
København	101	København K	1112	2013	143
København	101	København K	1112	2014	161
København	101	København K	1112	2015	151
København	101	København K	1112	2016	157
København	101	København K	1112	2017	184
København	101	København K	1112	2018	187
København	101	København K	1112	2019	172
København	101	København K	1112	2020	169
København	101	København K	1112	2021	172
København	101	København K	1112	2022	176
København	101	København K	1112	2023	188
København	101	København K	1112	2024	184
København	101	København K	1112	2025	175
København	101	København K	1112	2026	181
København	101	København K	1113	2010	51
København	101	København K	1113	2011	48
København	101	København K	1113	2012	44
København	101	København K	1113	2013	45
København	101	København K	1113	2014	51
København	101	København K	1113	2015	55
København	101	København K	1113	2016	52
København	101	København K	1113	2017	56
København	101	København K	1113	2018	65
København	101	København K	1113	2019	65
København	101	København K	1113	2020	58
København	101	København K	1113	2021	68
København	101	København K	1113	2022	72
København	101	København K	1113	2023	65
København	101	København K	1113	2024	65
København	101	København K	1113	2025	64
København	101	København K	1113	2026	64
København	101	København K	1114	2010	73
København	101	København K	1114	2011	78
København	101	København K	1114	2012	90
København	101	København K	1114	2013	104
København	101	København K	1114	2014	103
København	101	København K	1114	2015	79
København	101	København K	1114	2016	89
København	101	København K	1114	2017	101
København	101	København K	1114	2018	91
København	101	København K	1114	2019	90
København	101	København K	1114	2020	96
København	101	København K	1114	2021	98
København	101	København K	1114	2022	103
København	101	København K	1114	2023	98
København	101	København K	1114	2024	101
København	101	København K	1114	2025	108
København	101	København K	1114	2026	110
København	101	København K	1115	2010	35
København	101	København K	1115	2011	39
København	101	København K	1115	2012	34
København	101	København K	1115	2013	42
København	101	København K	1115	2014	41
København	101	København K	1115	2015	39
København	101	København K	1115	2016	38
København	101	København K	1115	2017	32
København	101	København K	1115	2018	32
København	101	København K	1115	2019	33
København	101	København K	1115	2020	34
København	101	København K	1115	2021	34
København	101	København K	1115	2022	38
København	101	København K	1115	2023	36
København	101	København K	1115	2024	36
København	101	København K	1115	2025	35
København	101	København K	1115	2026	36
København	101	København K	1116	2010	50
København	101	København K	1116	2011	51
København	101	København K	1116	2012	51
København	101	København K	1116	2013	58
København	101	København K	1116	2014	54
København	101	København K	1116	2015	51
København	101	København K	1116	2016	60
København	101	København K	1116	2017	64
København	101	København K	1116	2018	57
København	101	København K	1116	2019	53
København	101	København K	1116	2020	54
København	101	København K	1116	2021	58
København	101	København K	1116	2022	55
København	101	København K	1116	2023	53
København	101	København K	1116	2024	47
København	101	København K	1116	2025	53
København	101	København K	1116	2026	55
København	101	København K	1117	2010	67
København	101	København K	1117	2011	69
København	101	København K	1117	2012	67
København	101	København K	1117	2013	74
København	101	København K	1117	2014	78
København	101	København K	1117	2015	73
København	101	København K	1117	2016	77
København	101	København K	1117	2017	81
København	101	København K	1117	2018	84
København	101	København K	1117	2019	84
København	101	København K	1117	2020	81
København	101	København K	1117	2021	83
København	101	København K	1117	2022	77
København	101	København K	1117	2023	73
København	101	København K	1117	2024	68
København	101	København K	1117	2025	76
København	101	København K	1117	2026	77
København	101	København K	1118	2010	10
København	101	København K	1118	2011	14
København	101	København K	1118	2012	19
København	101	København K	1118	2013	14
København	101	København K	1118	2014	14
København	101	København K	1118	2015	15
København	101	København K	1118	2016	13
København	101	København K	1118	2017	13
København	101	København K	1118	2018	15
København	101	København K	1118	2019	16
København	101	København K	1118	2020	20
København	101	København K	1118	2021	10
København	101	København K	1118	2022	9
København	101	København K	1118	2023	9
København	101	København K	1118	2024	10
København	101	København K	1118	2025	8
København	101	København K	1118	2026	8
København	101	København K	1119	2010	43
København	101	København K	1119	2011	46
København	101	København K	1119	2012	43
København	101	København K	1119	2013	42
København	101	København K	1119	2014	45
København	101	København K	1119	2015	52
København	101	København K	1119	2016	42
København	101	København K	1119	2017	65
København	101	København K	1119	2018	69
København	101	København K	1119	2019	75
København	101	København K	1119	2020	76
København	101	København K	1119	2021	75
København	101	København K	1119	2022	72
København	101	København K	1119	2023	74
København	101	København K	1119	2024	76
København	101	København K	1119	2025	75
København	101	København K	1119	2026	81
København	101	København K	1123	2010	821
København	101	København K	1123	2011	858
København	101	København K	1123	2012	880
København	101	København K	1123	2013	905
København	101	København K	1123	2014	914
København	101	København K	1123	2015	886
København	101	København K	1123	2016	918
København	101	København K	1123	2017	924
København	101	København K	1123	2018	895
København	101	København K	1123	2019	886
København	101	København K	1123	2020	898
København	101	København K	1123	2021	873
København	101	København K	1123	2022	891
København	101	København K	1123	2023	878
København	101	København K	1123	2024	889
København	101	København K	1123	2025	890
København	101	København K	1123	2026	913
København	101	København K	1124	2010	103
København	101	København K	1124	2011	100
København	101	København K	1124	2012	111
København	101	København K	1124	2013	116
København	101	København K	1124	2014	120
København	101	København K	1124	2015	141
København	101	København K	1124	2016	155
København	101	København K	1124	2017	168
København	101	København K	1124	2018	160
København	101	København K	1124	2019	166
København	101	København K	1124	2020	188
København	101	København K	1124	2021	173
København	101	København K	1124	2022	179
København	101	København K	1124	2023	179
København	101	København K	1124	2024	169
København	101	København K	1124	2025	157
København	101	København K	1124	2026	172
København	101	København K	1125	2010	0
København	101	København K	1125	2011	0
København	101	København K	1125	2012	0
København	101	København K	1125	2013	0
København	101	København K	1125	2014	0
København	101	København K	1125	2015	0
København	101	København K	1125	2016	6
København	101	København K	1125	2017	19
København	101	København K	1125	2018	22
København	101	København K	1125	2019	29
København	101	København K	1125	2020	29
København	101	København K	1125	2021	22
København	101	København K	1125	2022	26
København	101	København K	1125	2023	26
København	101	København K	1125	2024	32
København	101	København K	1125	2025	29
København	101	København K	1125	2026	30
København	101	København K	1126	2010	2
København	101	København K	1126	2011	0
København	101	København K	1126	2012	4
København	101	København K	1126	2013	6
København	101	København K	1126	2014	2
København	101	København K	1126	2015	1
København	101	København K	1126	2016	0
København	101	København K	1126	2017	3
København	101	København K	1126	2018	8
København	101	København K	1126	2019	4
København	101	København K	1126	2020	4
København	101	København K	1126	2021	6
København	101	København K	1126	2022	7
København	101	København K	1126	2023	4
København	101	København K	1126	2024	6
København	101	København K	1126	2025	8
København	101	København K	1126	2026	8
København	101	København K	1127	2010	91
København	101	København K	1127	2011	93
København	101	København K	1127	2012	92
København	101	København K	1127	2013	89
København	101	København K	1127	2014	86
København	101	København K	1127	2015	97
København	101	København K	1127	2016	97
København	101	København K	1127	2017	92
København	101	København K	1127	2018	91
København	101	København K	1127	2019	88
København	101	København K	1127	2020	94
København	101	København K	1127	2021	92
København	101	København K	1127	2022	87
København	101	København K	1127	2023	86
København	101	København K	1127	2024	89
København	101	København K	1127	2025	82
København	101	København K	1127	2026	89
København	101	København K	1128	2010	13
København	101	København K	1128	2011	11
København	101	København K	1128	2012	15
København	101	København K	1128	2013	15
København	101	København K	1128	2014	15
København	101	København K	1128	2015	14
København	101	København K	1128	2016	17
København	101	København K	1128	2017	15
København	101	København K	1128	2018	20
København	101	København K	1128	2019	22
København	101	København K	1128	2020	24
København	101	København K	1128	2021	26
København	101	København K	1128	2022	27
København	101	København K	1128	2023	23
København	101	København K	1128	2024	28
København	101	København K	1128	2025	29
København	101	København K	1128	2026	25
København	101	København K	1129	2010	54
København	101	København K	1129	2011	50
København	101	København K	1129	2012	53
København	101	København K	1129	2013	59
København	101	København K	1129	2014	52
København	101	København K	1129	2015	46
København	101	København K	1129	2016	54
København	101	København K	1129	2017	45
København	101	København K	1129	2018	47
København	101	København K	1129	2019	44
København	101	København K	1129	2020	45
København	101	København K	1129	2021	50
København	101	København K	1129	2022	55
København	101	København K	1129	2023	56
København	101	København K	1129	2024	56
København	101	København K	1129	2025	61
København	101	København K	1129	2026	61
København	101	København K	1130	2010	99
København	101	København K	1130	2011	103
København	101	København K	1130	2012	106
København	101	København K	1130	2013	108
København	101	København K	1130	2014	112
København	101	København K	1130	2015	102
København	101	København K	1130	2016	111
København	101	København K	1130	2017	115
København	101	København K	1130	2018	108
København	101	København K	1130	2019	111
København	101	København K	1130	2020	111
København	101	København K	1130	2021	102
København	101	København K	1130	2022	104
København	101	København K	1130	2023	114
København	101	København K	1130	2024	107
København	101	København K	1130	2025	115
København	101	København K	1130	2026	114
København	101	København K	1131	2010	30
København	101	København K	1131	2011	31
København	101	København K	1131	2012	35
København	101	København K	1131	2013	33
København	101	København K	1131	2014	38
København	101	København K	1131	2015	29
København	101	København K	1131	2016	31
København	101	København K	1131	2017	34
København	101	København K	1131	2018	26
København	101	København K	1131	2019	28
København	101	København K	1131	2020	24
København	101	København K	1131	2021	30
København	101	København K	1131	2022	26
København	101	København K	1131	2023	32
København	101	København K	1131	2024	39
København	101	København K	1131	2025	35
København	101	København K	1131	2026	42
København	101	København K	1150	2010	118
København	101	København K	1150	2011	133
København	101	København K	1150	2012	140
København	101	København K	1150	2013	133
København	101	København K	1150	2014	138
København	101	København K	1150	2015	153
København	101	København K	1150	2016	165
København	101	København K	1150	2017	143
København	101	København K	1150	2018	151
København	101	København K	1150	2019	187
København	101	København K	1150	2020	240
København	101	København K	1150	2021	251
København	101	København K	1150	2022	247
København	101	København K	1150	2023	266
København	101	København K	1150	2024	291
København	101	København K	1150	2025	282
København	101	København K	1150	2026	277
København	101	København K	1151	2010	49
København	101	København K	1151	2011	53
København	101	København K	1151	2012	56
København	101	København K	1151	2013	65
København	101	København K	1151	2014	75
København	101	København K	1151	2015	75
København	101	København K	1151	2016	77
København	101	København K	1151	2017	78
København	101	København K	1151	2018	85
København	101	København K	1151	2019	97
København	101	København K	1151	2020	91
København	101	København K	1151	2021	95
København	101	København K	1151	2022	96
København	101	København K	1151	2023	95
København	101	København K	1151	2024	96
København	101	København K	1151	2025	100
København	101	København K	1151	2026	98
København	101	København K	1152	2010	34
København	101	København K	1152	2011	42
København	101	København K	1152	2012	49
København	101	København K	1152	2013	51
København	101	København K	1152	2014	58
København	101	København K	1152	2015	45
København	101	København K	1152	2016	58
København	101	København K	1152	2017	55
København	101	København K	1152	2018	66
København	101	København K	1152	2019	75
København	101	København K	1152	2020	73
København	101	København K	1152	2021	75
København	101	København K	1152	2022	79
København	101	København K	1152	2023	73
København	101	København K	1152	2024	72
København	101	København K	1152	2025	74
København	101	København K	1152	2026	101
København	101	København K	1153	2010	47
København	101	København K	1153	2011	61
København	101	København K	1153	2012	66
København	101	København K	1153	2013	73
København	101	København K	1153	2014	71
København	101	København K	1153	2015	72
København	101	København K	1153	2016	69
København	101	København K	1153	2017	71
København	101	København K	1153	2018	64
København	101	København K	1153	2019	61
København	101	København K	1153	2020	70
København	101	København K	1153	2021	78
København	101	København K	1153	2022	66
