municipality	municipality_code	postalcode_name	postal_code	year	count
Gladsaxe	159	Værløse	3500	2024	2
Gladsaxe	159	Værløse	3500	2025	3
Gladsaxe	159	Værløse	3500	2026	4
Gladsaxe	159	Ukendt	9999	2010	45
Gladsaxe	159	Ukendt	9999	2011	33
Gladsaxe	159	Ukendt	9999	2012	29
Gladsaxe	159	Ukendt	9999	2013	25
Gladsaxe	159	Ukendt	9999	2014	21
Gladsaxe	159	Ukendt	9999	2015	21
Gladsaxe	159	Ukendt	9999	2016	30
Gladsaxe	159	Ukendt	9999	2017	31
Gladsaxe	159	Ukendt	9999	2018	29
Gladsaxe	159	Ukendt	9999	2019	26
Gladsaxe	159	Ukendt	9999	2020	22
Gladsaxe	159	Ukendt	9999	2021	21
Gladsaxe	159	Ukendt	9999	2022	33
Gladsaxe	159	Ukendt	9999	2023	27
Gladsaxe	159	Ukendt	9999	2024	24
Gladsaxe	159	Ukendt	9999	2025	17
Gladsaxe	159	Ukendt	9999	2026	14
Glostrup	161	Glostrup	2600	2010	21289
Glostrup	161	Glostrup	2600	2011	21377
Glostrup	161	Glostrup	2600	2012	21645
Glostrup	161	Glostrup	2600	2013	21868
Glostrup	161	Glostrup	2600	2014	22065
Glostrup	161	Glostrup	2600	2015	22357
Glostrup	161	Glostrup	2600	2016	22461
Glostrup	161	Glostrup	2600	2017	22526
Glostrup	161	Glostrup	2600	2018	22661
Glostrup	161	Glostrup	2600	2019	22613
Glostrup	161	Glostrup	2600	2020	23126
Glostrup	161	Glostrup	2600	2021	23378
Glostrup	161	Glostrup	2600	2022	23512
Glostrup	161	Glostrup	2600	2023	23631
Glostrup	161	Glostrup	2600	2024	23653
Glostrup	161	Glostrup	2600	2025	24864
Glostrup	161	Glostrup	2600	2026	25830
Glostrup	161	Brøndby	2605	2010	1
Glostrup	161	Brøndby	2605	2011	1
Glostrup	161	Brøndby	2605	2012	1
Glostrup	161	Brøndby	2605	2013	1
Glostrup	161	Brøndby	2605	2014	0
Glostrup	161	Brøndby	2605	2015	0
Glostrup	161	Brøndby	2605	2016	0
Glostrup	161	Brøndby	2605	2017	2
Glostrup	161	Brøndby	2605	2018	2
Glostrup	161	Brøndby	2605	2019	2
Glostrup	161	Brøndby	2605	2020	2
Glostrup	161	Brøndby	2605	2021	2
Glostrup	161	Brøndby	2605	2022	2
Glostrup	161	Brøndby	2605	2023	2
Glostrup	161	Brøndby	2605	2024	2
Glostrup	161	Brøndby	2605	2025	2
Glostrup	161	Brøndby	2605	2026	0
Glostrup	161	Ukendt	9999	2010	6
Glostrup	161	Ukendt	9999	2011	6
Glostrup	161	Ukendt	9999	2012	4
Glostrup	161	Ukendt	9999	2013	0
Glostrup	161	Ukendt	9999	2014	1
Glostrup	161	Ukendt	9999	2015	0
Glostrup	161	Ukendt	9999	2016	0
Glostrup	161	Ukendt	9999	2017	0
Glostrup	161	Ukendt	9999	2018	0
Glostrup	161	Ukendt	9999	2019	0
Glostrup	161	Ukendt	9999	2020	0
Glostrup	161	Ukendt	9999	2021	0
Glostrup	161	Ukendt	9999	2022	0
Glostrup	161	Ukendt	9999	2023	2
Glostrup	161	Ukendt	9999	2024	0
Glostrup	161	Ukendt	9999	2025	3
Glostrup	161	Ukendt	9999	2026	4
Herlev	163	Herlev	2730	2010	26542
Herlev	163	Herlev	2730	2011	26583
Herlev	163	Herlev	2730	2012	26596
Herlev	163	Herlev	2730	2013	26947
Herlev	163	Herlev	2730	2014	27695
Herlev	163	Herlev	2730	2015	28139
Herlev	163	Herlev	2730	2016	28412
Herlev	163	Herlev	2730	2017	28391
Herlev	163	Herlev	2730	2018	28560
Herlev	163	Herlev	2730	2019	28780
Herlev	163	Herlev	2730	2020	28947
Herlev	163	Herlev	2730	2021	28897
Herlev	163	Herlev	2730	2022	28846
Herlev	163	Herlev	2730	2023	29186
Herlev	163	Herlev	2730	2024	29853
Herlev	163	Herlev	2730	2025	30759
Herlev	163	Herlev	2730	2026	32007
Herlev	163	Skovlunde	2740	2010	5
Herlev	163	Skovlunde	2740	2011	4
Herlev	163	Skovlunde	2740	2012	3
Herlev	163	Skovlunde	2740	2013	3
Herlev	163	Skovlunde	2740	2014	2
Herlev	163	Skovlunde	2740	2015	2
Herlev	163	Skovlunde	2740	2016	4
Herlev	163	Skovlunde	2740	2017	4
Herlev	163	Skovlunde	2740	2018	5
Herlev	163	Skovlunde	2740	2019	2
Herlev	163	Skovlunde	2740	2020	2
Herlev	163	Skovlunde	2740	2021	3
Herlev	163	Skovlunde	2740	2022	4
Herlev	163	Skovlunde	2740	2023	4
Herlev	163	Skovlunde	2740	2024	5
Herlev	163	Skovlunde	2740	2025	5
Herlev	163	Skovlunde	2740	2026	6
Herlev	163	Bagsværd	2880	2010	9
Herlev	163	Bagsværd	2880	2011	8
Herlev	163	Bagsværd	2880	2012	7
Herlev	163	Bagsværd	2880	2013	5
Herlev	163	Bagsværd	2880	2014	5
Herlev	163	Bagsværd	2880	2015	5
Herlev	163	Bagsværd	2880	2016	5
Herlev	163	Bagsværd	2880	2017	4
Herlev	163	Bagsværd	2880	2018	4
Herlev	163	Bagsværd	2880	2019	4
Herlev	163	Bagsværd	2880	2020	4
Herlev	163	Bagsværd	2880	2021	13
Herlev	163	Bagsværd	2880	2022	13
Herlev	163	Bagsværd	2880	2023	10
Herlev	163	Bagsværd	2880	2024	11
Herlev	163	Bagsværd	2880	2025	11
Herlev	163	Bagsværd	2880	2026	12
Herlev	163	Ukendt	9999	2010	0
Herlev	163	Ukendt	9999	2011	2
Herlev	163	Ukendt	9999	2012	2
Herlev	163	Ukendt	9999	2013	3
Herlev	163	Ukendt	9999	2014	4
Herlev	163	Ukendt	9999	2015	2
Herlev	163	Ukendt	9999	2016	2
Herlev	163	Ukendt	9999	2017	7
Herlev	163	Ukendt	9999	2018	3
Herlev	163	Ukendt	9999	2019	0
Herlev	163	Ukendt	9999	2020	0
Herlev	163	Ukendt	9999	2021	0
Herlev	163	Ukendt	9999	2022	4
Herlev	163	Ukendt	9999	2023	15
Herlev	163	Ukendt	9999	2024	7
Herlev	163	Ukendt	9999	2025	9
Herlev	163	Ukendt	9999	2026	5
Albertslund	165	Glostrup	2600	2010	2188
Albertslund	165	Glostrup	2600	2011	2190
Albertslund	165	Glostrup	2600	2012	2207
Albertslund	165	Glostrup	2600	2013	2207
Albertslund	165	Glostrup	2600	2014	2207
Albertslund	165	Glostrup	2600	2015	2221
Albertslund	165	Glostrup	2600	2016	2222
Albertslund	165	Glostrup	2600	2017	2267
Albertslund	165	Glostrup	2600	2018	2238
Albertslund	165	Glostrup	2600	2019	2272
Albertslund	165	Glostrup	2600	2020	2273
Albertslund	165	Glostrup	2600	2021	2235
Albertslund	165	Glostrup	2600	2022	2260
Albertslund	165	Glostrup	2600	2023	2261
Albertslund	165	Glostrup	2600	2024	2289
Albertslund	165	Glostrup	2600	2025	2755
Albertslund	165	Glostrup	2600	2026	3235
Albertslund	165	Albertslund	2620	2010	25458
Albertslund	165	Albertslund	2620	2011	25466
Albertslund	165	Albertslund	2620	2012	25560
Albertslund	165	Albertslund	2620	2013	25550
Albertslund	165	Albertslund	2620	2014	25452
Albertslund	165	Albertslund	2620	2015	25527
Albertslund	165	Albertslund	2620	2016	25603
Albertslund	165	Albertslund	2620	2017	25572
Albertslund	165	Albertslund	2620	2018	25441
Albertslund	165	Albertslund	2620	2019	25543
Albertslund	165	Albertslund	2620	2020	25399
Albertslund	165	Albertslund	2620	2021	25057
Albertslund	165	Albertslund	2620	2022	25254
Albertslund	165	Albertslund	2620	2023	25188
Albertslund	165	Albertslund	2620	2024	25320
Albertslund	165	Albertslund	2620	2025	25282
Albertslund	165	Albertslund	2620	2026	25946
Albertslund	165	Ballerup	2750	2010	0
Albertslund	165	Ballerup	2750	2011	0
Albertslund	165	Ballerup	2750	2012	0
Albertslund	165	Ballerup	2750	2013	0
Albertslund	165	Ballerup	2750	2014	0
Albertslund	165	Ballerup	2750	2015	0
Albertslund	165	Ballerup	2750	2016	0
Albertslund	165	Ballerup	2750	2017	0
Albertslund	165	Ballerup	2750	2018	0
Albertslund	165	Ballerup	2750	2019	0
Albertslund	165	Ballerup	2750	2020	0
Albertslund	165	Ballerup	2750	2021	0
Albertslund	165	Ballerup	2750	2022	0
Albertslund	165	Ballerup	2750	2023	0
Albertslund	165	Ballerup	2750	2024	0
Albertslund	165	Ballerup	2750	2025	0
Albertslund	165	Ballerup	2750	2026	0
Albertslund	165	Ukendt	9999	2010	84
Albertslund	165	Ukendt	9999	2011	144
Albertslund	165	Ukendt	9999	2012	97
Albertslund	165	Ukendt	9999	2013	67
Albertslund	165	Ukendt	9999	2014	69
Albertslund	165	Ukendt	9999	2015	58
Albertslund	165	Ukendt	9999	2016	55
Albertslund	165	Ukendt	9999	2017	57
Albertslund	165	Ukendt	9999	2018	64
Albertslund	165	Ukendt	9999	2019	62
Albertslund	165	Ukendt	9999	2020	59
Albertslund	165	Ukendt	9999	2021	74
Albertslund	165	Ukendt	9999	2022	85
Albertslund	165	Ukendt	9999	2023	81
Albertslund	165	Ukendt	9999	2024	68
Albertslund	165	Ukendt	9999	2025	80
Albertslund	165	Ukendt	9999	2026	81
Hvidovre	167	Rødovre	2610	2010	512
Hvidovre	167	Rødovre	2610	2011	517
Hvidovre	167	Rødovre	2610	2012	508
Hvidovre	167	Rødovre	2610	2013	539
Hvidovre	167	Rødovre	2610	2014	547
Hvidovre	167	Rødovre	2610	2015	521
Hvidovre	167	Rødovre	2610	2016	545
Hvidovre	167	Rødovre	2610	2017	556
Hvidovre	167	Rødovre	2610	2018	564
Hvidovre	167	Rødovre	2610	2019	563
Hvidovre	167	Rødovre	2610	2020	559
Hvidovre	167	Rødovre	2610	2021	537
Hvidovre	167	Rødovre	2610	2022	537
Hvidovre	167	Rødovre	2610	2023	541
Hvidovre	167	Rødovre	2610	2024	568
Hvidovre	167	Rødovre	2610	2025	559
Hvidovre	167	Rødovre	2610	2026	547
Hvidovre	167	Hvidovre	2650	2010	49198
Hvidovre	167	Hvidovre	2650	2011	49548
Hvidovre	167	Hvidovre	2650	2012	50079
Hvidovre	167	Hvidovre	2650	2013	50790
Hvidovre	167	Hvidovre	2650	2014	51278
Hvidovre	167	Hvidovre	2650	2015	51836
Hvidovre	167	Hvidovre	2650	2016	52269
Hvidovre	167	Hvidovre	2650	2017	52387
Hvidovre	167	Hvidovre	2650	2018	52699
Hvidovre	167	Hvidovre	2650	2019	52827
Hvidovre	167	Hvidovre	2650	2020	52944
Hvidovre	167	Hvidovre	2650	2021	52893
Hvidovre	167	Hvidovre	2650	2022	52702
Hvidovre	167	Hvidovre	2650	2023	52873
Hvidovre	167	Hvidovre	2650	2024	53164
Hvidovre	167	Hvidovre	2650	2025	53173
Hvidovre	167	Hvidovre	2650	2026	53653
Hvidovre	167	Brøndby Strand	2660	2010	10
Hvidovre	167	Brøndby Strand	2660	2011	11
Hvidovre	167	Brøndby Strand	2660	2012	11
Hvidovre	167	Brøndby Strand	2660	2013	8
Hvidovre	167	Brøndby Strand	2660	2014	14
Hvidovre	167	Brøndby Strand	2660	2015	13
Hvidovre	167	Brøndby Strand	2660	2016	11
Hvidovre	167	Brøndby Strand	2660	2017	15
Hvidovre	167	Brøndby Strand	2660	2018	13
Hvidovre	167	Brøndby Strand	2660	2019	20
Hvidovre	167	Brøndby Strand	2660	2020	19
Hvidovre	167	Brøndby Strand	2660	2021	17
Hvidovre	167	Brøndby Strand	2660	2022	23
Hvidovre	167	Brøndby Strand	2660	2023	19
Hvidovre	167	Brøndby Strand	2660	2024	7
Hvidovre	167	Brøndby Strand	2660	2025	7
Hvidovre	167	Brøndby Strand	2660	2026	11
Hvidovre	167	Ukendt	9999	2010	4
Hvidovre	167	Ukendt	9999	2011	5
Hvidovre	167	Ukendt	9999	2012	2
Hvidovre	167	Ukendt	9999	2013	4
Hvidovre	167	Ukendt	9999	2014	3
Hvidovre	167	Ukendt	9999	2015	10
Hvidovre	167	Ukendt	9999	2016	6
Hvidovre	167	Ukendt	9999	2017	6
Hvidovre	167	Ukendt	9999	2018	6
Hvidovre	167	Ukendt	9999	2019	6
Hvidovre	167	Ukendt	9999	2020	5
Hvidovre	167	Ukendt	9999	2021	4
Hvidovre	167	Ukendt	9999	2022	5
Hvidovre	167	Ukendt	9999	2023	10
Hvidovre	167	Ukendt	9999	2024	21
Hvidovre	167	Ukendt	9999	2025	21
Hvidovre	167	Ukendt	9999	2026	17
Høje-Taastrup	169	Taastrup	2630	2010	34558
Høje-Taastrup	169	Taastrup	2630	2011	34668
Høje-Taastrup	169	Taastrup	2630	2012	35037
Høje-Taastrup	169	Taastrup	2630	2013	35351
Høje-Taastrup	169	Taastrup	2630	2014	35549
Høje-Taastrup	169	Taastrup	2630	2015	35865
Høje-Taastrup	169	Taastrup	2630	2016	36469
Høje-Taastrup	169	Taastrup	2630	2017	36643
Høje-Taastrup	169	Taastrup	2630	2018	36970
Høje-Taastrup	169	Taastrup	2630	2019	36761
Høje-Taastrup	169	Taastrup	2630	2020	36789
Høje-Taastrup	169	Taastrup	2630	2021	37124
Høje-Taastrup	169	Taastrup	2630	2022	37687
Høje-Taastrup	169	Taastrup	2630	2023	38653
Høje-Taastrup	169	Taastrup	2630	2024	39701
Høje-Taastrup	169	Taastrup	2630	2025	40645
Høje-Taastrup	169	Taastrup	2630	2026	40801
Høje-Taastrup	169	Hedehusene	2640	2010	12961
Høje-Taastrup	169	Hedehusene	2640	2011	12922
Høje-Taastrup	169	Hedehusene	2640	2012	12860
Høje-Taastrup	169	Hedehusene	2640	2013	12952
Høje-Taastrup	169	Hedehusene	2640	2014	13047
Høje-Taastrup	169	Hedehusene	2640	2015	13175
Høje-Taastrup	169	Hedehusene	2640	2016	13304
Høje-Taastrup	169	Hedehusene	2640	2017	13419
Høje-Taastrup	169	Hedehusene	2640	2018	13495
Høje-Taastrup	169	Hedehusene	2640	2019	13788
Høje-Taastrup	169	Hedehusene	2640	2020	13821
Høje-Taastrup	169	Hedehusene	2640	2021	14479
Høje-Taastrup	169	Hedehusene	2640	2022	15235
Høje-Taastrup	169	Hedehusene	2640	2023	16445
Høje-Taastrup	169	Hedehusene	2640	2024	17655
Høje-Taastrup	169	Hedehusene	2640	2025	18277
Høje-Taastrup	169	Hedehusene	2640	2026	19542
Høje-Taastrup	169	Roskilde	4000	2010	21
Høje-Taastrup	169	Roskilde	4000	2011	22
Høje-Taastrup	169	Roskilde	4000	2012	24
Høje-Taastrup	169	Roskilde	4000	2013	23
Høje-Taastrup	169	Roskilde	4000	2014	26
Høje-Taastrup	169	Roskilde	4000	2015	26
Høje-Taastrup	169	Roskilde	4000	2016	25
Høje-Taastrup	169	Roskilde	4000	2017	23
Høje-Taastrup	169	Roskilde	4000	2018	22
Høje-Taastrup	169	Roskilde	4000	2019	22
Høje-Taastrup	169	Roskilde	4000	2020	23
Høje-Taastrup	169	Roskilde	4000	2021	18
Høje-Taastrup	169	Roskilde	4000	2022	15
Høje-Taastrup	169	Roskilde	4000	2023	17
Høje-Taastrup	169	Roskilde	4000	2024	20
Høje-Taastrup	169	Roskilde	4000	2025	17
Høje-Taastrup	169	Roskilde	4000	2026	11
Høje-Taastrup	169	Ukendt	9999	2010	124
Høje-Taastrup	169	Ukendt	9999	2011	141
Høje-Taastrup	169	Ukendt	9999	2012	160
Høje-Taastrup	169	Ukendt	9999	2013	145
Høje-Taastrup	169	Ukendt	9999	2014	185
Høje-Taastrup	169	Ukendt	9999	2015	164
Høje-Taastrup	169	Ukendt	9999	2016	162
Høje-Taastrup	169	Ukendt	9999	2017	161
Høje-Taastrup	169	Ukendt	9999	2018	109
Høje-Taastrup	169	Ukendt	9999	2019	115
Høje-Taastrup	169	Ukendt	9999	2020	126
Høje-Taastrup	169	Ukendt	9999	2021	108
Høje-Taastrup	169	Ukendt	9999	2022	116
Høje-Taastrup	169	Ukendt	9999	2023	143
Høje-Taastrup	169	Ukendt	9999	2024	164
Høje-Taastrup	169	Ukendt	9999	2025	120
Høje-Taastrup	169	Ukendt	9999	2026	104
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2010	31088
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2011	31389
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2012	31687
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2013	32236
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2014	32421
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2015	32729
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2016	32967
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2017	33234
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2018	33467
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2019	33583
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2020	33614
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2021	33757
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2022	35003
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2023	35462
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2024	35595
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2025	35681
Lyngby-Taarbæk	173	Kgs. Lyngby	2800	2026	35646
Lyngby-Taarbæk	173	Virum	2830	2010	19504
Lyngby-Taarbæk	173	Virum	2830	2011	19757
Lyngby-Taarbæk	173	Virum	2830	2012	19891
Lyngby-Taarbæk	173	Virum	2830	2013	19988
Lyngby-Taarbæk	173	Virum	2830	2014	20128
Lyngby-Taarbæk	173	Virum	2830	2015	20332
Lyngby-Taarbæk	173	Virum	2830	2016	20383
Lyngby-Taarbæk	173	Virum	2830	2017	20251
Lyngby-Taarbæk	173	Virum	2830	2018	20317
Lyngby-Taarbæk	173	Virum	2830	2019	20550
Lyngby-Taarbæk	173	Virum	2830	2020	20961
Lyngby-Taarbæk	173	Virum	2830	2021	21189
Lyngby-Taarbæk	173	Virum	2830	2022	21165
Lyngby-Taarbæk	173	Virum	2830	2023	21325
Lyngby-Taarbæk	173	Virum	2830	2024	21302
Lyngby-Taarbæk	173	Virum	2830	2025	21398
Lyngby-Taarbæk	173	Virum	2830	2026	21397
Lyngby-Taarbæk	173	Holte	2840	2010	11
Lyngby-Taarbæk	173	Holte	2840	2011	13
Lyngby-Taarbæk	173	Holte	2840	2012	12
Lyngby-Taarbæk	173	Holte	2840	2013	11
Lyngby-Taarbæk	173	Holte	2840	2014	10
Lyngby-Taarbæk	173	Holte	2840	2015	12
Lyngby-Taarbæk	173	Holte	2840	2016	11
Lyngby-Taarbæk	173	Holte	2840	2017	11
Lyngby-Taarbæk	173	Holte	2840	2018	12
Lyngby-Taarbæk	173	Holte	2840	2019	11
Lyngby-Taarbæk	173	Holte	2840	2020	11
Lyngby-Taarbæk	173	Holte	2840	2021	11
Lyngby-Taarbæk	173	Holte	2840	2022	11
Lyngby-Taarbæk	173	Holte	2840	2023	11
Lyngby-Taarbæk	173	Holte	2840	2024	11
Lyngby-Taarbæk	173	Holte	2840	2025	10
Lyngby-Taarbæk	173	Holte	2840	2026	10
Lyngby-Taarbæk	173	Klampenborg	2930	2010	1472
Lyngby-Taarbæk	173	Klampenborg	2930	2011	1463
Lyngby-Taarbæk	173	Klampenborg	2930	2012	1518
Lyngby-Taarbæk	173	Klampenborg	2930	2013	1475
Lyngby-Taarbæk	173	Klampenborg	2930	2014	1493
Lyngby-Taarbæk	173	Klampenborg	2930	2015	1478
Lyngby-Taarbæk	173	Klampenborg	2930	2016	1471
Lyngby-Taarbæk	173	Klampenborg	2930	2017	1479
Lyngby-Taarbæk	173	Klampenborg	2930	2018	1494
Lyngby-Taarbæk	173	Klampenborg	2930	2019	1504
Lyngby-Taarbæk	173	Klampenborg	2930	2020	1497
Lyngby-Taarbæk	173	Klampenborg	2930	2021	1507
Lyngby-Taarbæk	173	Klampenborg	2930	2022	1492
Lyngby-Taarbæk	173	Klampenborg	2930	2023	1458
Lyngby-Taarbæk	173	Klampenborg	2930	2024	1473
Lyngby-Taarbæk	173	Klampenborg	2930	2025	1470
Lyngby-Taarbæk	173	Klampenborg	2930	2026	1431
Lyngby-Taarbæk	173	Værløse	3500	2010	1
Lyngby-Taarbæk	173	Værløse	3500	2011	1
Lyngby-Taarbæk	173	Værløse	3500	2012	1
Lyngby-Taarbæk	173	Værløse	3500	2013	1
Lyngby-Taarbæk	173	Værløse	3500	2014	1
Lyngby-Taarbæk	173	Værløse	3500	2015	1
Lyngby-Taarbæk	173	Værløse	3500	2016	1
Lyngby-Taarbæk	173	Værløse	3500	2017	1
Lyngby-Taarbæk	173	Værløse	3500	2018	1
Lyngby-Taarbæk	173	Værløse	3500	2019	1
Lyngby-Taarbæk	173	Værløse	3500	2020	1
Lyngby-Taarbæk	173	Værløse	3500	2021	1
Lyngby-Taarbæk	173	Værløse	3500	2022	1
Lyngby-Taarbæk	173	Værløse	3500	2023	1
Lyngby-Taarbæk	173	Værløse	3500	2024	1
Lyngby-Taarbæk	173	Værløse	3500	2025	1
Lyngby-Taarbæk	173	Værløse	3500	2026	1
Lyngby-Taarbæk	173	Ukendt	9999	2010	161
Lyngby-Taarbæk	173	Ukendt	9999	2011	131
Lyngby-Taarbæk	173	Ukendt	9999	2012	142
Lyngby-Taarbæk	173	Ukendt	9999	2013	129
Lyngby-Taarbæk	173	Ukendt	9999	2014	184
Lyngby-Taarbæk	173	Ukendt	9999	2015	226
Lyngby-Taarbæk	173	Ukendt	9999	2016	264
Lyngby-Taarbæk	173	Ukendt	9999	2017	264
Lyngby-Taarbæk	173	Ukendt	9999	2018	181
Lyngby-Taarbæk	173	Ukendt	9999	2019	141
Lyngby-Taarbæk	173	Ukendt	9999	2020	130
Lyngby-Taarbæk	173	Ukendt	9999	2021	149
Lyngby-Taarbæk	173	Ukendt	9999	2022	154
Lyngby-Taarbæk	173	Ukendt	9999	2023	177
Lyngby-Taarbæk	173	Ukendt	9999	2024	156
Lyngby-Taarbæk	173	Ukendt	9999	2025	153
Lyngby-Taarbæk	173	Ukendt	9999	2026	129
Rødovre	175	Rødovre	2610	2010	36133
Rødovre	175	Rødovre	2610	2011	36388
Rødovre	175	Rødovre	2610	2012	36692
Rødovre	175	Rødovre	2610	2013	37169
Rødovre	175	Rødovre	2610	2014	37399
Rødovre	175	Rødovre	2610	2015	37588
Rødovre	175	Rødovre	2610	2016	37864
Rødovre	175	Rødovre	2610	2017	38358
Rødovre	175	Rødovre	2610	2018	39188
Rødovre	175	Rødovre	2610	2019	39907
Rødovre	175	Rødovre	2610	2020	40536
Rødovre	175	Rødovre	2610	2021	40997
Rødovre	175	Rødovre	2610	2022	41260
Rødovre	175	Rødovre	2610	2023	42457
Rødovre	175	Rødovre	2610	2024	44207
Rødovre	175	Rødovre	2610	2025	44609
Rødovre	175	Rødovre	2610	2026	45008
Rødovre	175	Ukendt	9999	2010	100
Rødovre	175	Ukendt	9999	2011	136
Rødovre	175	Ukendt	9999	2012	191
Rødovre	175	Ukendt	9999	2013	182
Rødovre	175	Ukendt	9999	2014	153
Rødovre	175	Ukendt	9999	2015	155
Rødovre	175	Ukendt	9999	2016	138
Rødovre	175	Ukendt	9999	2017	134
Rødovre	175	Ukendt	9999	2018	155
Rødovre	175	Ukendt	9999	2019	145
Rødovre	175	Ukendt	9999	2020	116
Rødovre	175	Ukendt	9999	2021	116
Rødovre	175	Ukendt	9999	2022	122
Rødovre	175	Ukendt	9999	2023	106
Rødovre	175	Ukendt	9999	2024	121
Rødovre	175	Ukendt	9999	2025	125
Rødovre	175	Ukendt	9999	2026	130
Ishøj	183	Ishøj	2635	2010	20533
Ishøj	183	Ishøj	2635	2011	20726
Ishøj	183	Ishøj	2635	2012	21012
Ishøj	183	Ishøj	2635	2013	21062
Ishøj	183	Ishøj	2635	2014	21479
Ishøj	183	Ishøj	2635	2015	21952
Ishøj	183	Ishøj	2635	2016	22289
Ishøj	183	Ishøj	2635	2017	22647
Ishøj	183	Ishøj	2635	2018	22915
Ishøj	183	Ishøj	2635	2019	22870
Ishøj	183	Ishøj	2635	2020	22916
Ishøj	183	Ishøj	2635	2021	23055
Ishøj	183	Ishøj	2635	2022	23150
Ishøj	183	Ishøj	2635	2023	23383
Ishøj	183	Ishøj	2635	2024	23588
Ishøj	183	Ishøj	2635	2025	24291
Ishøj	183	Ishøj	2635	2026	24608
Ishøj	183	Hedehusene	2640	2010	73
Ishøj	183	Hedehusene	2640	2011	71
Ishøj	183	Hedehusene	2640	2012	75
Ishøj	183	Hedehusene	2640	2013	69
Ishøj	183	Hedehusene	2640	2014	68
Ishøj	183	Hedehusene	2640	2015	73
Ishøj	183	Hedehusene	2640	2016	69
Ishøj	183	Hedehusene	2640	2017	72
Ishøj	183	Hedehusene	2640	2018	72
Ishøj	183	Hedehusene	2640	2019	76
Ishøj	183	Hedehusene	2640	2020	73
Ishøj	183	Hedehusene	2640	2021	76
Ishøj	183	Hedehusene	2640	2022	75
Ishøj	183	Hedehusene	2640	2023	74
Ishøj	183	Hedehusene	2640	2024	75
Ishøj	183	Hedehusene	2640	2025	74
Ishøj	183	Hedehusene	2640	2026	77
Ishøj	183	Ukendt	9999	2010	0
Ishøj	183	Ukendt	9999	2011	0
Ishøj	183	Ukendt	9999	2012	0
Ishøj	183	Ukendt	9999	2013	0
Ishøj	183	Ukendt	9999	2014	0
Ishøj	183	Ukendt	9999	2015	0
Ishøj	183	Ukendt	9999	2016	0
Ishøj	183	Ukendt	9999	2017	0
Ishøj	183	Ukendt	9999	2018	1
Ishøj	183	Ukendt	9999	2019	0
Ishøj	183	Ukendt	9999	2020	0
Ishøj	183	Ukendt	9999	2021	0
Ishøj	183	Ukendt	9999	2022	0
Ishøj	183	Ukendt	9999	2023	0
Ishøj	183	Ukendt	9999	2024	0
Ishøj	183	Ukendt	9999	2025	0
Ishøj	183	Ukendt	9999	2026	0
Tårnby	185	København S	2300	2010	11
Tårnby	185	København S	2300	2011	11
Tårnby	185	København S	2300	2012	9
Tårnby	185	København S	2300	2013	13
Tårnby	185	København S	2300	2014	12
Tårnby	185	København S	2300	2015	10
Tårnby	185	København S	2300	2016	11
Tårnby	185	København S	2300	2017	5
Tårnby	185	København S	2300	2018	13
Tårnby	185	København S	2300	2019	13
Tårnby	185	København S	2300	2020	14
Tårnby	185	København S	2300	2021	13
Tårnby	185	København S	2300	2022	11
Tårnby	185	København S	2300	2023	12
Tårnby	185	København S	2300	2024	12
Tårnby	185	København S	2300	2025	11
Tårnby	185	København S	2300	2026	12
Tårnby	185	Kastrup	2770	2010	37546
Tårnby	185	Kastrup	2770	2011	37968
Tårnby	185	Kastrup	2770	2012	38230
Tårnby	185	Kastrup	2770	2013	38609
Tårnby	185	Kastrup	2770	2014	38968
Tårnby	185	Kastrup	2770	2015	39519
Tårnby	185	Kastrup	2770	2016	39747
Tårnby	185	Kastrup	2770	2017	39934
Tårnby	185	Kastrup	2770	2018	40039
Tårnby	185	Kastrup	2770	2019	39929
Tårnby	185	Kastrup	2770	2020	39944
Tårnby	185	Kastrup	2770	2021	39633
Tårnby	185	Kastrup	2770	2022	39713
Tårnby	185	Kastrup	2770	2023	40028
Tårnby	185	Kastrup	2770	2024	40877
Tårnby	185	Kastrup	2770	2025	41023
Tårnby	185	Kastrup	2770	2026	41149
Tårnby	185	Dragør	2791	2010	2729
Tårnby	185	Dragør	2791	2011	2744
Tårnby	185	Dragør	2791	2012	2774
Tårnby	185	Dragør	2791	2013	2815
Tårnby	185	Dragør	2791	2014	2829
Tårnby	185	Dragør	2791	2015	2849
Tårnby	185	Dragør	2791	2016	2933
Tårnby	185	Dragør	2791	2017	2916
Tårnby	185	Dragør	2791	2018	2874
Tårnby	185	Dragør	2791	2019	2889
